task_id,n,Fc_over_F,F_over_Fc,F,Fc,J,gamma_mu,zeta,simulation_time,alpha,dt,nums,timestamp
1216,9,9.700000000000008,0.10309278350515455,1.2194403534609708e-12,1.1828571428571428e-11,7.973670119871644e-06,0.6581730297217918,1.0065662862101696e-07,1296.5633811950684,0.07,0.001,1000000,20251006_100054
1217,9,9.800000000000008,0.10204081632653053,1.206997084548104e-12,1.1828571428571428e-11,7.844758603473644e-06,0.6542078381796658,1.0065662862101696e-07,1293.2447378635406,0.07,0.001,1000000,20251006_102227
1218,9,9.900000000000007,0.10101010101010094,1.194805194805194e-12,1.1828571428571428e-11,7.718660267143626e-06,0.650260246054881,1.0065662862101696e-07,1276.276029586792,0.07,0.001,1000000,20251006_104343
1219,9,10.000000000000007,0.09999999999999992,1.1828571428571418e-12,1.1828571428571428e-11,7.6062509551502336e-06,0.6472629279149388,1.0065662862101696e-07,1287.4423594474792,0.07,0.001,1000000,20251006_110511
1220,9,10.100000000000009,0.09900990099009893,1.1711456859971702e-12,1.1828571428571428e-11,7.483145103686578e-06,0.6431549606722295,1.0065662862101696e-07,1278.24267911911,0.07,0.001,1000000,20251006_112629
1221,9,10.200000000000008,0.09803921568627443,1.1596638655462173e-12,1.1828571428571428e-11,7.368085578702396e-06,0.6395358825757602,1.0065662862101696e-07,1293.3226504325867,0.07,0.001,1000000,20251006_114802
1222,9,10.300000000000008,0.09708737864077663,1.1484049930651862e-12,1.1828571428571428e-11,7.243001255917879e-06,0.6348423177546236,1.0065662862101696e-07,1348.642742395401,0.07,0.001,1000000,20251006_121031
1223,9,10.40000000000001,0.09615384615384606,1.1373626373626361e-12,1.1828571428571428e-11,7.1255657245981634e-06,0.630612787244955,1.0065662862101696e-07,1370.2230334281921,0.07,0.001,1000000,20251006_123321
1224,9,10.500000000000009,0.09523809523809516,1.126530612244897e-12,1.1828571428571428e-11,7.005877933473927e-06,0.6259821487749875,1.0065662862101696e-07,1372.2112333774567,0.07,0.001,1000000,20251006_125614
1225,9,10.600000000000009,0.09433962264150936,1.1159029649595678e-12,1.1828571428571428e-11,6.8642935023141976e-06,0.6191726910889017,1.0065662862101696e-07,1467.0414814949036,0.07,0.001,1000000,20251006_071749
1226,9,10.700000000000008,0.09345794392523357,1.1054739652870486e-12,1.1828571428571428e-11,6.7493194560403825e-06,0.614545220660042,1.0065662862101696e-07,1465.7668244838715,0.07,0.001,1000000,20251006_074215
1227,9,10.800000000000008,0.09259259259259253,1.0952380952380945e-12,1.1828571428571428e-11,6.6152351354230284e-06,0.6079657648524591,1.0065662862101696e-07,1458.1983852386475,0.07,0.001,1000000,20251006_080633
1228,9,10.90000000000001,0.09174311926605497,1.0851900393184786e-12,1.1828571428571428e-11,6.475348192469047e-06,0.6006198864582886,1.0065662862101696e-07,1465.5919740200043,0.07,0.001,1000000,20251006_083059
1229,9,11.000000000000009,0.09090909090909084,1.0753246753246744e-12,1.1828571428571428e-11,6.324855950628736e-06,0.5920432136569772,1.0065662862101696e-07,1475.5286734104156,0.07,0.001,1000000,20251006_085534
1230,9,11.100000000000009,0.09009009009009002,1.0656370656370647e-12,1.1828571428571428e-11,6.156628570678139e-06,0.5815352107950715,1.0065662862101696e-07,1475.9267966747284,0.07,0.001,1000000,20251006_092010
1231,9,11.20000000000001,0.0892857142857142,1.0561224489795909e-12,1.1828571428571428e-11,6.028722555286868e-06,0.5745838353241798,1.0065662862101696e-07,1466.545330286026,0.07,0.001,1000000,20251006_094437
1232,9,11.30000000000001,0.08849557522123887,1.0467762326169397e-12,1.1828571428571428e-11,5.893121331797046e-06,0.5666748124671634,1.0065662862101696e-07,1466.8178460597992,0.07,0.001,1000000,20251006_100904
1233,9,11.40000000000001,0.08771929824561396,1.037593984962405e-12,1.1828571428571428e-11,5.7976497193380574e-06,0.5624279661714678,1.0065662862101696e-07,1465.1958725452423,0.07,0.001,1000000,20251006_103329
1234,9,11.500000000000009,0.08695652173913036,1.0285714285714276e-12,1.1828571428571428e-11,5.688181210667357e-06,0.5566488896608806,1.0065662862101696e-07,1464.2967014312744,0.07,0.001,1000000,20251006_105753
1235,9,11.600000000000009,0.08620689655172407,1.019704433497536e-12,1.1828571428571428e-11,5.597369585311845e-06,0.5525251564032466,1.0065662862101696e-07,1465.6979568004608,0.07,0.001,1000000,20251006_112219
1236,9,11.70000000000001,0.0854700854700854,1.0109890109890102e-12,1.1828571428571428e-11,5.511752274669223e-06,0.5487640278302256,1.0065662862101696e-07,1460.8709695339203,0.07,0.001,1000000,20251006_114640
1237,9,11.80000000000001,0.08474576271186433,1.0024213075060524e-12,1.1828571428571428e-11,5.422658602400708e-06,0.5445081115029224,1.0065662862101696e-07,1398.933575630188,0.07,0.001,1000000,20251006_120959
1238,9,11.90000000000001,0.08403361344537809,9.93997599039615e-13,1.1828571428571428e-11,5.3329180602351746e-06,0.540035059615886,1.0065662862101696e-07,1381.3984792232513,0.07,0.001,1000000,20251006_123300
1239,9,12.00000000000001,0.08333333333333326,9.857142857142848e-13,1.1828571428571428e-11,5.257642951659933e-06,0.5368864200072453,1.0065662862101696e-07,1377.745377779007,0.07,0.001,1000000,20251006_125558
1240,9,12.10000000000001,0.08264462809917349,9.77567886658795e-13,1.1828571428571428e-11,5.176989818283582e-06,0.5330559121523578,1.0065662862101696e-07,1374.2509622573853,0.07,0.001,1000000,20251006_131852
1241,9,12.20000000000001,0.08196721311475404,9.69555035128805e-13,1.1828571428571428e-11,5.094598423388733e-06,0.5289076771264793,1.0065662862101696e-07,1383.7094571590424,0.07,0.001,1000000,20251006_134156
1242,9,12.30000000000001,0.08130081300813002,9.61672473867595e-13,1.1828571428571428e-11,5.01853596801936e-06,0.5252816576131828,1.0065662862101696e-07,1294.4138033390045,0.07,0.001,1000000,20251006_072927
1243,9,12.40000000000001,0.08064516129032252,9.539170506912434e-13,1.1828571428571428e-11,4.939849007817196e-06,0.5212492497785258,1.0065662862101696e-07,1297.6343121528625,0.07,0.001,1000000,20251006_075105
1244,9,12.50000000000001,0.07999999999999993,9.462857142857135e-13,1.1828571428571428e-11,4.850808542996087e-06,0.5159816180809326,1.0065662862101696e-07,1293.8114650249481,0.07,0.001,1000000,20251006_081239
1245,9,12.60000000000001,0.0793650793650793,9.387755102040808e-13,1.1828571428571428e-11,4.773536989165559e-06,0.5118243229658511,1.0065662862101696e-07,1298.502182006836,0.07,0.001,1000000,20251006_083417
1246,9,12.70000000000001,0.0787401574803149,9.313835770528677e-13,1.1828571428571428e-11,4.675729067402583e-06,0.505316108062877,1.0065662862101696e-07,1303.16654920578,0.07,0.001,1000000,20251006_085600
1247,9,12.800000000000011,0.07812499999999993,9.241071428571419e-13,1.1828571428571428e-11,4.597214145562402e-06,0.5007428851923674,1.0065662862101696e-07,1302.177976846695,0.07,0.001,1000000,20251006_091743
1248,9,12.900000000000011,0.07751937984496117,9.169435215946836e-13,1.1828571428571428e-11,4.492900701255019e-06,0.4932040269294109,1.0065662862101696e-07,1303.890453338623,0.07,0.001,1000000,20251006_093926
1249,9,13.00000000000001,0.07692307692307686,9.09890109890109e-13,1.1828571428571428e-11,4.4027680556468395e-06,0.4870563865511671,1.0065662862101696e-07,1295.9215242862701,0.07,0.001,1000000,20251006_100102
1250,9,13.10000000000001,0.07633587786259537,9.029443838604137e-13,1.1828571428571428e-11,4.285482161061582e-06,0.4777284116921349,1.0065662862101696e-07,1294.665375471115,0.07,0.001,1000000,20251006_102237
1251,9,13.20000000000001,0.0757575757575757,8.961038961038954e-13,1.1828571428571428e-11,4.165427656285747e-06,0.4678898356199714,1.0065662862101696e-07,1315.4627709388733,0.07,0.001,1000000,20251006_104433
1252,9,13.300000000000011,0.07518796992481197,8.893662728249186e-13,1.1828571428571428e-11,4.054781129332924e-06,0.4589117113451847,1.0065662862101696e-07,1308.5524506568909,0.07,0.001,1000000,20251006_110621
1253,9,13.400000000000011,0.07462686567164173,8.827292110874192e-13,1.1828571428571428e-11,3.914536725383797e-06,0.446370262183685,1.0065662862101696e-07,1306.193701505661,0.07,0.001,1000000,20251006_112807
1254,9,13.50000000000001,0.07407407407407401,8.761904761904755e-13,1.1828571428571428e-11,3.795422396234552e-06,0.43601754752995164,1.0065662862101696e-07,1300.8383462429047,0.07,0.001,1000000,20251006_114948
1255,9,13.600000000000012,0.07352941176470582,8.697478991596631e-13,1.1828571428571428e-11,3.67730850607385e-06,0.4255778909939432,1.0065662862101696e-07,1384.0590693950653,0.07,0.001,1000000,20251006_121252
1256,9,13.700000000000012,0.07299270072992695,8.633993743482787e-13,1.1828571428571428e-11,3.586350190812908e-06,0.4181030586616476,1.0065662862101696e-07,1392.992152929306,0.07,0.001,1000000,20251006_123605
1257,9,13.800000000000011,0.07246376811594198,8.571428571428565e-13,1.1828571428571428e-11,3.5112948051025683e-06,0.4123409467054682,1.0065662862101696e-07,1383.4007301330566,0.07,0.001,1000000,20251006_125909
1258,9,13.900000000000011,0.07194244604316541,8.50976361767728e-13,1.1828571428571428e-11,3.4402568597377846e-06,0.40692629390104,1.0065662862101696e-07,1388.6683115959167,0.07,0.001,1000000,20251006_132217
1259,9,14.00000000000001,0.07142857142857137,8.448979591836727e-13,1.1828571428571428e-11,3.388954282033158e-06,0.4037419061939767,1.0065662862101696e-07,1476.2540967464447,0.07,0.001,1000000,20251006_082231
1260,9,14.100000000000012,0.07092198581560277,8.38905775075987e-13,1.1828571428571428e-11,3.315896066266232e-06,0.39785984171800337,1.0065662862101696e-07,1478.324892282486,0.07,0.001,1000000,20251006_084709
1261,9,14.200000000000012,0.07042253521126755,8.329979879275648e-13,1.1828571428571428e-11,3.2730235822955425e-06,0.39550097835242454,1.0065662862101696e-07,1480.9609735012054,0.07,0.001,1000000,20251006_091150
1262,9,14.300000000000011,0.06993006993006988,8.271728271728265e-13,1.1828571428571428e-11,3.2153690288288773e-06,0.39127035558039,1.0065662862101696e-07,1483.8424541950226,0.07,0.001,1000000,20251006_093634
1263,9,14.400000000000013,0.06944444444444438,8.214285714285706e-13,1.1828571428571428e-11,3.156814487853995e-06,0.38683132603574955,1.0065662862101696e-07,1486.005639076233,0.07,0.001,1000000,20251006_100120
1264,9,14.500000000000012,0.06896551724137925,8.157635467980289e-13,1.1828571428571428e-11,3.1085391722359382e-06,0.3835609892618854,1.0065662862101696e-07,1485.7137582302094,0.07,0.001,1000000,20251006_102606
1265,9,14.600000000000012,0.06849315068493145,8.101761252446176e-13,1.1828571428571428e-11,3.0518520528945838e-06,0.37916340549006955,1.0065662862101696e-07,1490.209673166275,0.07,0.001,1000000,20251006_105056
1266,9,14.700000000000012,0.06802721088435369,8.046647230320693e-13,1.1828571428571428e-11,2.9995684235978388e-06,0.37522018325809453,1.0065662862101696e-07,1469.1624901294708,0.07,0.001,1000000,20251006_111525
1267,9,14.800000000000011,0.06756756756756752,7.992277992277986e-13,1.1828571428571428e-11,2.9329193403936765e-06,0.3693787592306463,1.0065662862101696e-07,1484.495927810669,0.07,0.001,1000000,20251006_114010
1268,9,14.900000000000013,0.06711409395973149,7.938638542665381e-13,1.1828571428571428e-11,2.870492073439695e-06,0.36395920162247786,1.0065662862101696e-07,1425.3813543319702,0.07,0.001,1000000,20251006_120355
1269,9,15.000000000000012,0.06666666666666661,7.885714285714279e-13,1.1828571428571428e-11,2.7996829055473347e-06,0.357363495898916,1.0065662862101696e-07,1392.068520307541,0.07,0.001,1000000,20251006_122707
1270,10,1.0,1.0,1.1828571428571428e-11,1.1828571428571428e-11,0.00011630436198339725,0.9897057342774154,1.0065662862101696e-07,1573.4768552780151,0.07,0.001,1000000,20251006_125321
1271,10,1.1,0.9090909090909091,1.0753246753246752e-11,1.1828571428571428e-11,0.00010546047674463328,0.9871712502714445,1.0065662862101696e-07,1566.538892030716,0.07,0.001,1000000,20251006_131927
1272,10,1.2000000000000002,0.8333333333333333,9.857142857142855e-12,1.1828571428571428e-11,9.638895405004914e-05,0.9842798558969343,1.0065662862101696e-07,1576.6601469516754,0.07,0.001,1000000,20251006_134544
1273,10,1.3000000000000003,0.769230769230769,9.098901098901096e-12,1.1828571428571428e-11,8.872539116853412e-05,0.9815249831855188,1.0065662862101696e-07,1570.9910821914673,0.07,0.001,1000000,20251006_141155
1274,10,1.4000000000000004,0.7142857142857141,8.448979591836732e-12,1.1828571428571428e-11,8.21479311328067e-05,0.9786665603984792,1.0065662862101696e-07,1574.3166718482971,0.07,0.001,1000000,20251006_143809
1275,10,1.5000000000000004,0.6666666666666665,7.885714285714283e-12,1.1828571428571428e-11,7.649738763710569e-05,0.9764453616859216,1.0065662862101696e-07,1574.4685084819794,0.07,0.001,1000000,20251006_150424
1276,10,1.6000000000000005,0.6249999999999998,7.39285714285714e-12,1.1828571428571428e-11,7.15516152688742e-05,0.9742031025598207,1.0065662862101696e-07,1648.7671067714691,0.07,0.001,1000000,20251006_083252
1277,10,1.7000000000000006,0.5882352941176469,6.957983193277308e-12,1.1828571428571428e-11,6.716593334657854e-05,0.9716459814652344,1.0065662862101696e-07,1649.3535695075989,0.07,0.001,1000000,20251006_090022
1278,10,1.8000000000000007,0.5555555555555554,6.571428571428569e-12,1.1828571428571428e-11,6.338407330388484e-05,0.9708736932446779,1.0065662862101696e-07,1656.5884544849396,0.07,0.001,1000000,20251006_092758
1279,10,1.9000000000000008,0.526315789473684,6.225563909774433e-12,1.1828571428571428e-11,5.9955376446414166e-05,0.9693750073507217,1.0065662862101696e-07,1648.9690492153168,0.07,0.001,1000000,20251006_095527
1280,10,2.000000000000001,0.4999999999999998,5.9142857142857115e-12,1.1828571428571428e-11,5.6627961381369816e-05,0.9637646799108417,1.0065662862101696e-07,1661.2580225467682,0.07,0.001,1000000,20251006_102309
1281,10,2.100000000000001,0.47619047619047594,5.632653061224486e-12,1.1828571428571428e-11,5.390046762566419e-05,0.9632120589220506,1.0065662862101696e-07,1643.9140388965607,0.07,0.001,1000000,20251006_105033
1282,10,2.200000000000001,0.4545454545454543,5.3766233766233736e-12,1.1828571428571428e-11,5.1447993569928375e-05,0.9631661396593862,1.0065662862101696e-07,1654.2060606479645,0.07,0.001,1000000,20251006_111807
1283,10,2.300000000000001,0.43478260869565194,5.14285714285714e-12,1.1828571428571428e-11,4.890980662472093e-05,0.9572687135958903,1.0065662862101696e-07,1655.8209011554718,0.07,0.001,1000000,20251006_114543
1284,10,2.4000000000000012,0.41666666666666646,4.928571428571426e-12,1.1828571428571428e-11,4.6923514479411965e-05,0.958322880980568,1.0065662862101696e-07,1579.0871131420135,0.07,0.001,1000000,20251006_121202
1285,10,2.5000000000000013,0.3999999999999998,4.731428571428569e-12,1.1828571428571428e-11,4.4858871754561783e-05,0.9543296969171887,1.0065662862101696e-07,1557.7065439224243,0.07,0.001,1000000,20251006_123759
1286,10,2.6000000000000014,0.3846153846153844,4.549450549450547e-12,1.1828571428571428e-11,4.3058472802118874e-05,0.9526690440353256,1.0065662862101696e-07,1556.5127098560333,0.07,0.001,1000000,20251006_130356
1287,10,2.7000000000000015,0.3703703703703702,4.380952380952379e-12,1.1828571428571428e-11,4.130715948274955e-05,0.9490720395687946,1.0065662862101696e-07,1555.3162388801575,0.07,0.001,1000000,20251006_132951
1288,10,2.8000000000000016,0.35714285714285693,4.224489795918364e-12,1.1828571428571428e-11,3.970347746268762e-05,0.9460120343493176,1.0065662862101696e-07,1560.351461648941,0.07,0.001,1000000,20251006_135552
1289,10,2.9000000000000017,0.34482758620689635,4.078817733990145e-12,1.1828571428571428e-11,3.8195545952169936e-05,0.9425856055900551,1.0065662862101696e-07,1561.8276953697205,0.07,0.001,1000000,20251006_142154
1290,10,3.0000000000000018,0.33333333333333315,3.942857142857141e-12,1.1828571428571428e-11,3.6805785337805194e-05,0.939609560179939,1.0065662862101696e-07,1552.896939277649,0.07,0.001,1000000,20251006_144746
1291,10,3.100000000000002,0.32258064516129015,3.815668202764975e-12,1.1828571428571428e-11,3.5508296598302626e-05,0.9367023634471963,1.0065662862101696e-07,1559.069901227951,0.07,0.001,1000000,20251006_151346
1292,10,3.200000000000002,0.31249999999999983,3.696428571428569e-12,1.1828571428571428e-11,3.4297629684918296e-05,0.9339511658524418,1.0065662862101696e-07,1559.1283671855927,0.07,0.001,1000000,20251006_153945
1293,10,3.300000000000002,0.3030303030303028,3.5844155844155817e-12,1.1828571428571428e-11,3.31709739530623e-05,0.9314986857851204,1.0065662862101696e-07,1656.4327931404114,0.07,0.001,1000000,20251006_083304
1294,10,3.400000000000002,0.2941176470588234,3.4789915966386535e-12,1.1828571428571428e-11,3.210750316092075e-05,0.9289568347159775,1.0065662862101696e-07,1642.1669025421143,0.07,0.001,1000000,20251006_090027
1295,10,3.500000000000002,0.28571428571428553,3.3795918367346915e-12,1.1828571428571428e-11,3.1122902167282954e-05,0.9269540691302046,1.0065662862101696e-07,1653.7423446178436,0.07,0.001,1000000,20251006_092800
1296,10,3.6000000000000023,0.2777777777777776,3.2857142857142837e-12,1.1828571428571428e-11,3.0183965390798778e-05,0.9246744940242976,1.0065662862101696e-07,1646.7053179740906,0.07,0.001,1000000,20251006_095527
1297,10,3.7000000000000024,0.2702702702702701,3.1969111969111947e-12,1.1828571428571428e-11,2.9303003810558308e-05,0.9226223033312321,1.0065662862101696e-07,1648.6333148479462,0.07,0.001,1000000,20251006_102256
1298,10,3.8000000000000025,0.2631578947368419,3.1127819548872156e-12,1.1828571428571428e-11,2.845489565807598e-05,0.9201331497722971,1.0065662862101696e-07,1657.5300107002258,0.07,0.001,1000000,20251006_105033
1299,10,3.9000000000000026,0.2564102564102562,3.0329670329670305e-12,1.1828571428571428e-11,2.764306718439801e-05,0.917404613133498,1.0065662862101696e-07,1658.167989730835,0.07,0.001,1000000,20251006_111812
1300,10,4.000000000000003,0.24999999999999983,2.957142857142855e-12,1.1828571428571428e-11,2.686909585941146e-05,0.914583005947971,1.0065662862101696e-07,1663.9891183376312,0.07,0.001,1000000,20251006_114556
1301,10,4.100000000000003,0.24390243902439004,2.885017421602785e-12,1.1828571428571428e-11,2.612490621382037e-05,0.9114832246186243,1.0065662862101696e-07,1587.4912853240967,0.07,0.001,1000000,20251006_121223
1302,10,4.200000000000003,0.23809523809523794,2.8163265306122427e-12,1.1828571428571428e-11,2.5410783361091156e-05,0.9081914884317182,1.0065662862101696e-07,1559.280457496643,0.07,0.001,1000000,20251006_123822
1303,10,4.3000000000000025,0.23255813953488358,2.7508305647840515e-12,1.1828571428571428e-11,2.472463085297013e-05,0.9047078425764556,1.0065662862101696e-07,1559.7136216163635,0.07,0.001,1000000,20251006_130422
1304,10,4.400000000000003,0.22727272727272713,2.6883116883116864e-12,1.1828571428571428e-11,2.4064018757984033e-05,0.9010127098665321,1.0065662862101696e-07,1565.9537699222565,0.07,0.001,1000000,20251006_133028
1305,10,4.5000000000000036,0.22222222222222204,2.628571428571426e-12,1.1828571428571428e-11,2.3440777065982167e-05,0.8976243011973014,1.0065662862101696e-07,1559.8108434677124,0.07,0.001,1000000,20251006_135628
1306,10,4.600000000000003,0.21739130434782594,2.5714285714285694e-12,1.1828571428571428e-11,2.2843838567888707e-05,0.894204801391393,1.0065662862101696e-07,1563.0776479244232,0.07,0.001,1000000,20251006_142231
1307,10,4.700000000000003,0.21276595744680837,2.5167173252279616e-12,1.1828571428571428e-11,2.2293275461862486e-05,0.8916241511976187,1.0065662862101696e-07,1560.3842012882233,0.07,0.001,1000000,20251006_144831
1308,10,4.800000000000003,0.20833333333333318,2.4642857142857122e-12,1.1828571428571428e-11,2.1759772551531773e-05,0.8888033282423965,1.0065662862101696e-07,1566.3970153331757,0.07,0.001,1000000,20251006_151438
1309,10,4.900000000000004,0.20408163265306106,2.413994169096208e-12,1.1828571428571428e-11,2.1247774657947366e-05,0.8859712215331479,1.0065662862101696e-07,1572.9961483478546,0.07,0.001,1000000,20251006_154051
1310,10,5.0000000000000036,0.19999999999999984,2.3657142857142835e-12,1.1828571428571428e-11,2.0760035290489038e-05,0.8832998874853708,1.0065662862101696e-07,1459.1792333126068,0.07,0.001,1000000,20251006_083049
1311,10,5.100000000000003,0.1960784313725489,2.3193277310924355e-12,1.1828571428571428e-11,2.0293571235521047e-05,0.880721786690259,1.0065662862101696e-07,1468.4906423091888,0.07,0.001,1000000,20251006_085518
1312,10,5.200000000000004,0.19230769230769218,2.274725274725273e-12,1.1828571428571428e-11,1.9848323055625952e-05,0.8782886024781167,1.0065662862101696e-07,1462.754715204239,0.07,0.001,1000000,20251006_091940
1313,10,5.300000000000004,0.18867924528301872,2.2318059299191357e-12,1.1828571428571428e-11,1.9414977017501944e-05,0.8756344380745867,1.0065662862101696e-07,1468.1366791725159,0.07,0.001,1000000,20251006_094409
1314,10,5.400000000000004,0.18518518518518506,2.190476190476189e-12,1.1828571428571428e-11,1.9003676075486946e-05,0.8732557667054852,1.0065662862101696e-07,1463.652487039566,0.07,0.001,1000000,20251006_100832
1315,10,5.5000000000000036,0.1818181818181817,2.1506493506493493e-12,1.1828571428571428e-11,1.85944610391305e-05,0.8702747189627243,1.0065662862101696e-07,1464.3905634880066,0.07,0.001,1000000,20251006_103257
1316,10,5.600000000000004,0.17857142857142844,2.1122448979591817e-12,1.1828571428571428e-11,1.820437086454842e-05,0.8675085920020633,1.0065662862101696e-07,1456.2883763313293,0.07,0.001,1000000,20251006_105713
1317,10,5.700000000000005,0.17543859649122792,2.07518796992481e-12,1.1828571428571428e-11,1.7822774440298775e-05,0.8644905492095293,1.0065662862101696e-07,1471.414898633957,0.07,0.001,1000000,20251006_112144
1318,10,5.800000000000004,0.17241379310344815,2.039408866995072e-12,1.1828571428571428e-11,1.7451466257130266e-05,0.8613308426595238,1.0065662862101696e-07,1468.8039679527283,0.07,0.001,1000000,20251006_114613
1319,10,5.900000000000004,0.1694915254237287,2.004842615012105e-12,1.1828571428571428e-11,1.7084328070868104e-05,0.8577485599080817,1.0065662862101696e-07,1545.407678604126,0.07,0.001,1000000,20251006_121159
1320,10,6.000000000000004,0.16666666666666655,1.97142857142857e-12,1.1828571428571428e-11,1.6726900861830437e-05,0.8540372562470183,1.0065662862101696e-07,1570.22309923172,0.07,0.001,1000000,20251006_123809
1321,10,6.100000000000005,0.16393442622950807,1.93911007025761e-12,1.1828571428571428e-11,1.6370417598190793e-05,0.8497666377098144,1.0065662862101696e-07,1572.552083492279,0.07,0.001,1000000,20251006_130421
1322,10,6.200000000000005,0.16129032258064505,1.907834101382487e-12,1.1828571428571428e-11,1.603865019809161e-05,0.8461933117779246,1.0065662862101696e-07,1563.4246599674225,0.07,0.001,1000000,20251006_133025
1323,10,6.300000000000004,0.1587301587301586,1.8775510204081617e-12,1.1828571428571428e-11,1.5706358636394638e-05,0.8420272424386072,1.0065662862101696e-07,1578.8823232650757,0.07,0.001,1000000,20251006_135644
1324,10,6.400000000000005,0.1562499999999999,1.848214285714284e-12,1.1828571428571428e-11,1.539429245034713e-05,0.838397143683511,1.0065662862101696e-07,1559.0804393291473,0.07,0.001,1000000,20251006_142243
1325,10,6.500000000000005,0.15384615384615372,1.819780219780218e-12,1.1828571428571428e-11,1.5101155344699347e-05,0.8352829472249499,1.0065662862101696e-07,1564.9010002613068,0.07,0.001,1000000,20251006_144848
1326,10,6.600000000000005,0.1515151515151514,1.7922077922077908e-12,1.1828571428571428e-11,1.4811110143628463e-05,0.8318435059115835,1.0065662862101696e-07,1563.443046092987,0.07,0.001,1000000,20251006_151451
1327,10,6.700000000000005,0.14925373134328349,1.7654584221748389e-12,1.1828571428571428e-11,1.4547015410784461e-05,0.8293899812966156,1.0065662862101696e-07,1642.4925949573517,0.07,0.001,1000000,20251006_083451
1328,10,6.800000000000005,0.14705882352941166,1.7394957983193263e-12,1.1828571428571428e-11,1.4277085430966924e-05,0.826149328675503,1.0065662862101696e-07,1640.9826049804688,0.07,0.001,1000000,20251006_090212
1329,10,6.900000000000006,0.14492753623188395,1.714285714285713e-12,1.1828571428571428e-11,1.402687984629265e-05,0.8236074206499462,1.0065662862101696e-07,1658.8288066387177,0.07,0.001,1000000,20251006_092951
1330,10,7.000000000000005,0.14285714285714274,1.6897959183673454e-12,1.1828571428571428e-11,1.3779204122250865e-05,0.8207903788563169,1.0065662862101696e-07,1647.207406759262,0.07,0.001,1000000,20251006_095718
1331,10,7.100000000000005,0.1408450704225351,1.6659959758551295e-12,1.1828571428571428e-11,1.3544821158596804e-05,0.8183549377417744,1.0065662862101696e-07,1663.2495274543762,0.07,0.001,1000000,20251006_102502
1332,10,7.2000000000000055,0.13888888888888878,1.6428571428571414e-12,1.1828571428571428e-11,1.3308906373899093e-05,0.8154267411831421,1.0065662862101696e-07,1660.1466109752655,0.07,0.001,1000000,20251006_105242
1333,10,7.300000000000006,0.1369863013698629,1.6203522504892353e-12,1.1828571428571428e-11,1.3078150838829777e-05,0.8124175293589817,1.0065662862101696e-07,1663.0180439949036,0.07,0.001,1000000,20251006_112025
1334,10,7.400000000000006,0.13513513513513503,1.5984555984555972e-12,1.1828571428571428e-11,1.2855182049898407e-05,0.8095059297877217,1.0065662862101696e-07,1662.9198093414307,0.07,0.001,1000000,20251006_114808
1335,10,7.500000000000005,0.13333333333333325,1.577142857142856e-12,1.1828571428571428e-11,1.2627347696843493e-05,0.8059043236528453,1.0065662862101696e-07,1571.6837022304535,0.07,0.001,1000000,20251006_121420
1336,10,7.600000000000006,0.13157894736842096,1.5563909774436078e-12,1.1828571428571428e-11,1.2410686037557791e-05,0.8026375335754975,1.0065662862101696e-07,1560.2069962024689,0.07,0.001,1000000,20251006_124020
1337,10,7.700000000000006,0.12987012987012977,1.5361781076066777e-12,1.1828571428571428e-11,1.2197521764842347e-05,0.7992311648636403,1.0065662862101696e-07,1562.0199437141418,0.07,0.001,1000000,20251006_130622
1338,10,7.800000000000006,0.1282051282051281,1.5164835164835153e-12,1.1828571428571428e-11,1.198366415106142e-05,0.7954159863006305,1.0065662862101696e-07,1563.2917680740356,0.07,0.001,1000000,20251006_133225
1339,10,7.900000000000006,0.12658227848101256,1.497287522603977e-12,1.1828571428571428e-11,1.1771557910454812e-05,0.7913545761890644,1.0065662862101696e-07,1568.3173751831055,0.07,0.001,1000000,20251006_135834
1340,10,8.000000000000007,0.12499999999999989,1.478571428571427e-12,1.1828571428571428e-11,1.155139131856216e-05,0.7863834533391173,1.0065662862101696e-07,1574.6100931167603,0.07,0.001,1000000,20251006_142448
1341,10,8.100000000000007,0.12345679012345669,1.460317460317459e-12,1.1828571428571428e-11,1.134851120914541e-05,0.7822291448409252,1.0065662862101696e-07,1570.300402879715,0.07,0.001,1000000,20251006_145058
1342,10,8.200000000000006,0.12195121951219502,1.4425087108013924e-12,1.1828571428571428e-11,1.114024594181761e-05,0.7773537796450193,1.0065662862101696e-07,1562.3897194862366,0.07,0.001,1000000,20251006_151701
1343,10,8.300000000000006,0.12048192771084329,1.4251290877796891e-12,1.1828571428571428e-11,1.0945742818015285e-05,0.7730959807512185,1.0065662862101696e-07,1572.611808538437,0.07,0.001,1000000,20251006_154314
1344,10,8.400000000000006,0.11904761904761897,1.4081632653061214e-12,1.1828571428571428e-11,1.0760758350997596e-05,0.7691875535337211,1.0065662862101696e-07,1662.8102765083313,0.07,0.001,1000000,20251006_083635
1345,10,8.500000000000007,0.11764705882352931,1.391596638655461e-12,1.1828571428571428e-11,1.0576336251572938e-05,0.7650049739083553,1.0065662862101696e-07,1653.6315586566925,0.07,0.001,1000000,20251006_090409
1346,10,8.600000000000007,0.11627906976744178,1.3754152823920255e-12,1.1828571428571428e-11,1.041562999657417e-05,0.7622441118989044,1.0065662862101696e-07,1652.3127994537354,0.07,0.001,1000000,20251006_093141
1347,10,8.700000000000006,0.1149425287356321,1.3596059113300481e-12,1.1828571428571428e-11,1.0251690781746255e-05,0.7589703921971541,1.0065662862101696e-07,1654.4837682247162,0.07,0.001,1000000,20251006_095915
