task_id,n,Fc_over_F,F_over_Fc,F,Fc,J,gamma_mu,zeta,simulation_time,alpha,dt,nums,timestamp
238,2,10.600000000000009,0.09433962264150936,1.1159029649595678e-12,1.1828571428571428e-11,2.171904710382844e-08,0.0019591005015491144,1.0065662862101696e-07,314.7790722846985,0.07,0.001,1000000,20251006_034028
239,2,10.700000000000008,0.09345794392523357,1.1054739652870486e-12,1.1828571428571428e-11,2.168054701472372e-08,0.0019740770363550694,1.0065662862101696e-07,345.5104558467865,0.07,0.001,1000000,20251006_021631
240,2,10.800000000000008,0.09259259259259253,1.0952380952380945e-12,1.1828571428571428e-11,2.169203008139289e-08,0.0019935816928135903,1.0065662862101696e-07,360.2936887741089,0.07,0.001,1000000,20251006_022231
241,2,10.90000000000001,0.09174311926605497,1.0851900393184786e-12,1.1828571428571428e-11,2.1729295136361465e-08,0.0020154972967783694,1.0065662862101696e-07,356.1346356868744,0.07,0.001,1000000,20251006_022827
242,2,11.000000000000009,0.09090909090909084,1.0753246753246744e-12,1.1828571428571428e-11,2.1730101209820258e-08,0.002034063550818808,1.0065662862101696e-07,364.4857611656189,0.07,0.001,1000000,20251006_023432
243,2,11.100000000000009,0.09009009009009002,1.0656370656370647e-12,1.1828571428571428e-11,2.1673617971251444e-08,0.0020472198137194524,1.0065662862101696e-07,365.4716420173645,0.07,0.001,1000000,20251006_024037
244,2,11.20000000000001,0.0892857142857142,1.0561224489795909e-12,1.1828571428571428e-11,2.1648797567260508e-08,0.0020632976592105624,1.0065662862101696e-07,361.38610076904297,0.07,0.001,1000000,20251006_024639
245,2,11.30000000000001,0.08849557522123887,1.0467762326169397e-12,1.1828571428571428e-11,2.168627527270755e-08,0.0020853237667050393,1.0065662862101696e-07,355.9732701778412,0.07,0.001,1000000,20251006_025235
246,2,11.40000000000001,0.08771929824561396,1.037593984962405e-12,1.1828571428571428e-11,2.164409479002055e-08,0.0020996860454970006,1.0065662862101696e-07,351.90299224853516,0.07,0.001,1000000,20251006_025827
247,2,11.500000000000009,0.08695652173913036,1.0285714285714276e-12,1.1828571428571428e-11,2.1737040973978395e-08,0.002127200114508753,1.0065662862101696e-07,360.38043093681335,0.07,0.001,1000000,20251006_030427
248,2,11.600000000000009,0.08620689655172407,1.019704433497536e-12,1.1828571428571428e-11,2.169172803637214e-08,0.0021412245954606684,1.0065662862101696e-07,360.0611231327057,0.07,0.001,1000000,20251006_031027
249,2,11.70000000000001,0.0854700854700854,1.0109890109890102e-12,1.1828571428571428e-11,2.167684482507483e-08,0.002158201617936962,1.0065662862101696e-07,357.0940361022949,0.07,0.001,1000000,20251006_031624
250,2,11.80000000000001,0.08474576271186433,1.0024213075060524e-12,1.1828571428571428e-11,2.1649824715992426e-08,0.0021739346019783268,1.0065662862101696e-07,359.343115568161,0.07,0.001,1000000,20251006_032224
251,2,11.90000000000001,0.08403361344537809,9.93997599039615e-13,1.1828571428571428e-11,2.1660506404195218e-08,0.002193439451943127,1.0065662862101696e-07,359.16964840888977,0.07,0.001,1000000,20251006_032823
252,2,12.00000000000001,0.08333333333333326,9.857142857142848e-13,1.1828571428571428e-11,2.1658687987722127e-08,0.0022116860278826676,1.0065662862101696e-07,357.13283586502075,0.07,0.001,1000000,20251006_033420
253,2,12.10000000000001,0.08264462809917349,9.77567886658795e-13,1.1828571428571428e-11,2.162633223383846e-08,0.002226785189861701,1.0065662862101696e-07,358.68336486816406,0.07,0.001,1000000,20251006_034019
254,2,12.20000000000001,0.08196721311475404,9.69555035128805e-13,1.1828571428571428e-11,2.162752190563736e-08,0.0022453118818153953,1.0065662862101696e-07,363.1323437690735,0.07,0.001,1000000,20251006_034622
255,2,12.30000000000001,0.08130081300813002,9.61672473867595e-13,1.1828571428571428e-11,2.1679148457206212e-08,0.0022691197412575016,1.0065662862101696e-07,362.28128719329834,0.07,0.001,1000000,20251006_035224
256,2,12.40000000000001,0.08064516129032252,9.539170506912434e-13,1.1828571428571428e-11,2.1655690882132824e-08,0.0022850926430917984,1.0065662862101696e-07,350.8963665962219,0.07,0.001,1000000,20251006_021636
257,2,12.50000000000001,0.07999999999999993,9.462857142857135e-13,1.1828571428571428e-11,2.1660875292001497e-08,0.0023040722764360072,1.0065662862101696e-07,359.3562014102936,0.07,0.001,1000000,20251006_022236
258,2,12.60000000000001,0.0793650793650793,9.387755102040808e-13,1.1828571428571428e-11,2.169591347784335e-08,0.0023262616906764527,1.0065662862101696e-07,363.06025767326355,0.07,0.001,1000000,20251006_022839
259,2,12.70000000000001,0.0787401574803149,9.313835770528677e-13,1.1828571428571428e-11,2.1704571071884993e-08,0.002345659729876455,1.0065662862101696e-07,351.94494438171387,0.07,0.001,1000000,20251006_023431
260,2,12.800000000000011,0.07812499999999993,9.241071428571419e-13,1.1828571428571428e-11,2.163641853403226e-08,0.00235670610480894,1.0065662862101696e-07,348.9438817501068,0.07,0.001,1000000,20251006_024020
261,2,12.900000000000011,0.07751937984496117,9.169435215946836e-13,1.1828571428571428e-11,2.1623715401702656e-08,0.0023737233966279747,1.0065662862101696e-07,358.94917392730713,0.07,0.001,1000000,20251006_024619
262,2,13.00000000000001,0.07692307692307686,9.09890109890109e-13,1.1828571428571428e-11,2.1647685724743457e-08,0.0023947760711050666,1.0065662862101696e-07,357.9300091266632,0.07,0.001,1000000,20251006_025217
263,2,13.10000000000001,0.07633587786259537,9.029443838604137e-13,1.1828571428571428e-11,2.161710909039087e-08,0.0024097888645906425,1.0065662862101696e-07,361.77073645591736,0.07,0.001,1000000,20251006_025818
264,2,13.20000000000001,0.0757575757575757,8.961038961038954e-13,1.1828571428571428e-11,2.1698747385289814e-08,0.002437354381114252,1.0065662862101696e-07,361.6255657672882,0.07,0.001,1000000,20251006_030420
265,2,13.300000000000011,0.07518796992481197,8.893662728249186e-13,1.1828571428571428e-11,2.1670835951129054e-08,0.002452660228851736,1.0065662862101696e-07,356.91181087493896,0.07,0.001,1000000,20251006_031017
266,2,13.400000000000011,0.07462686567164173,8.827292110874192e-13,1.1828571428571428e-11,2.164830085144077e-08,0.0024685316308896018,1.0065662862101696e-07,360.52410078048706,0.07,0.001,1000000,20251006_031618
267,2,13.50000000000001,0.07407407407407401,8.761904761904755e-13,1.1828571428571428e-11,2.162351321031083e-08,0.002484105908289684,1.0065662862101696e-07,363.5527536869049,0.07,0.001,1000000,20251006_032221
268,2,13.600000000000012,0.07352941176470582,8.697478991596631e-13,1.1828571428571428e-11,2.1629822287594885e-08,0.0025032368474181958,1.0065662862101696e-07,353.25364422798157,0.07,0.001,1000000,20251006_032814
269,2,13.700000000000012,0.07299270072992695,8.633993743482787e-13,1.1828571428571428e-11,2.1634912001174345e-08,0.0025222363685338364,1.0065662862101696e-07,362.06130957603455,0.07,0.001,1000000,20251006_033416
270,2,13.800000000000011,0.07246376811594198,8.571428571428565e-13,1.1828571428571428e-11,2.1597771058190074e-08,0.0025362852905203197,1.0065662862101696e-07,356.60089635849,0.07,0.001,1000000,20251006_034013
271,2,13.900000000000011,0.07194244604316541,8.50976361767728e-13,1.1828571428571428e-11,2.1605189966062243e-08,0.0025555417052748057,1.0065662862101696e-07,361.50958776474,0.07,0.001,1000000,20251006_034615
272,2,14.00000000000001,0.07142857142857137,8.448979591836727e-13,1.1828571428571428e-11,2.164702985719834e-08,0.002578911478481159,1.0065662862101696e-07,356.9465026855469,0.07,0.001,1000000,20251006_035212
273,2,14.100000000000012,0.07092198581560277,8.38905775075987e-13,1.1828571428571428e-11,2.162362476900461e-08,0.002594524000763698,1.0065662862101696e-07,364.3519022464752,0.07,0.001,1000000,20251006_021650
274,2,14.200000000000012,0.07042253521126755,8.329979879275648e-13,1.1828571428571428e-11,2.1636863746341148e-08,0.0026145246329555244,1.0065662862101696e-07,359.6428129673004,0.07,0.001,1000000,20251006_022249
275,2,14.300000000000011,0.06993006993006988,8.271728271728265e-13,1.1828571428571428e-11,2.1670998989185552e-08,0.0026370906120748634,1.0065662862101696e-07,361.04566287994385,0.07,0.001,1000000,20251006_022850
276,2,14.400000000000013,0.06944444444444438,8.214285714285706e-13,1.1828571428571428e-11,2.1670798355640343e-08,0.0026555072198317323,1.0065662862101696e-07,365.9944198131561,0.07,0.001,1000000,20251006_023456
277,2,14.500000000000012,0.06896551724137925,8.157635467980289e-13,1.1828571428571428e-11,2.1618037279039123e-08,0.0026674380811113722,1.0065662862101696e-07,359.6938359737396,0.07,0.001,1000000,20251006_024056
278,2,14.600000000000012,0.06849315068493145,8.101761252446176e-13,1.1828571428571428e-11,2.1596584571361973e-08,0.0026831689122233963,1.0065662862101696e-07,365.50332379341125,0.07,0.001,1000000,20251006_024702
279,2,14.700000000000012,0.06802721088435369,8.046647230320693e-13,1.1828571428571428e-11,2.1623468578885297e-08,0.002704909739352824,1.0065662862101696e-07,355.47962713241577,0.07,0.001,1000000,20251006_025257
280,2,14.800000000000011,0.06756756756756752,7.992277992277986e-13,1.1828571428571428e-11,2.1599365041861514e-08,0.002720274829740696,1.0065662862101696e-07,363.97639060020447,0.07,0.001,1000000,20251006_025901
281,2,14.900000000000013,0.06711409395973149,7.938638542665381e-13,1.1828571428571428e-11,2.1676758298805753e-08,0.0027484680125741895,1.0065662862101696e-07,364.32191801071167,0.07,0.001,1000000,20251006_030505
282,2,15.000000000000012,0.06666666666666661,7.885714285714279e-13,1.1828571428571428e-11,2.164262663180236e-08,0.002762557394714609,1.0065662862101696e-07,352.1254677772522,0.07,0.001,1000000,20251006_031058
283,3,1.0,1.0,1.1828571428571428e-11,1.1828571428571428e-11,0.00011625823981366321,0.989313252214966,1.0065662862101696e-07,469.11109495162964,0.07,0.001,1000000,20251006_031847
284,3,1.1,0.9090909090909091,1.0753246753246752e-11,1.1828571428571428e-11,0.00010537790492463729,0.9863983301282898,1.0065662862101696e-07,463.59644508361816,0.07,0.001,1000000,20251006_032630
285,3,1.2000000000000002,0.8333333333333333,9.857142857142855e-12,1.1828571428571428e-11,9.62485389225884e-05,0.9828460009206573,1.0065662862101696e-07,472.4291591644287,0.07,0.001,1000000,20251006_033423
286,3,1.3000000000000003,0.769230769230769,9.098901098901096e-12,1.1828571428571428e-11,8.844109049594567e-05,0.9783799058947132,1.0065662862101696e-07,482.7540898323059,0.07,0.001,1000000,20251006_034226
287,3,1.4000000000000004,0.7142857142857141,8.448979591836732e-12,1.1828571428571428e-11,8.16589611956232e-05,0.9728412338204064,1.0065662862101696e-07,476.5517854690552,0.07,0.001,1000000,20251006_035022
288,3,1.5000000000000004,0.6666666666666665,7.885714285714283e-12,1.1828571428571428e-11,7.562668538660643e-05,0.9653313458983144,1.0065662862101696e-07,475.61795449256897,0.07,0.001,1000000,20251006_035818
289,3,1.6000000000000005,0.6249999999999998,7.39285714285714e-12,1.1828571428571428e-11,7.017288331704385e-05,0.9554311301868116,1.0065662862101696e-07,466.0507884025574,0.07,0.001,1000000,20251006_040604
290,3,1.7000000000000006,0.5882352941176469,6.957983193277308e-12,1.1828571428571428e-11,6.504418832414425e-05,0.9409520727823267,1.0065662862101696e-07,411.5677490234375,0.07,0.001,1000000,20251006_021737
291,3,1.8000000000000007,0.5555555555555554,6.571428571428569e-12,1.1828571428571428e-11,5.9857120086047896e-05,0.9168502466907518,1.0065662862101696e-07,417.7092592716217,0.07,0.001,1000000,20251006_022435
292,3,1.9000000000000008,0.526315789473684,6.225563909774433e-12,1.1828571428571428e-11,5.366131316403206e-05,0.8676108620437836,1.0065662862101696e-07,416.1807129383087,0.07,0.001,1000000,20251006_023131
293,3,2.000000000000001,0.4999999999999998,5.9142857142857115e-12,1.1828571428571428e-11,4.2866241740201925e-05,0.7295507156172875,1.0065662862101696e-07,417.8507809638977,0.07,0.001,1000000,20251006_023829
294,3,2.100000000000001,0.47619047619047594,5.632653061224486e-12,1.1828571428571428e-11,3.993505735832882e-05,0.713647404479491,1.0065662862101696e-07,419.48401713371277,0.07,0.001,1000000,20251006_024528
295,3,2.200000000000001,0.4545454545454543,5.3766233766233736e-12,1.1828571428571428e-11,3.821840457230546e-05,0.7154928820657472,1.0065662862101696e-07,422.2695939540863,0.07,0.001,1000000,20251006_025230
296,3,2.300000000000001,0.43478260869565194,5.14285714285714e-12,1.1828571428571428e-11,3.632505586716791e-05,0.7109584335115142,1.0065662862101696e-07,421.94063997268677,0.07,0.001,1000000,20251006_025932
297,3,2.4000000000000012,0.41666666666666646,4.928571428571426e-12,1.1828571428571428e-11,3.480322670031288e-05,0.7107892247392811,1.0065662862101696e-07,418.56551241874695,0.07,0.001,1000000,20251006_030631
298,3,2.5000000000000013,0.3999999999999998,4.731428571428569e-12,1.1828571428571428e-11,3.329495173138864e-05,0.7083183315117004,1.0065662862101696e-07,421.86874532699585,0.07,0.001,1000000,20251006_031333
299,3,2.6000000000000014,0.3846153846153844,4.549450549450547e-12,1.1828571428571428e-11,3.1958872345064106e-05,0.7070902980079913,1.0065662862101696e-07,421.89334654808044,0.07,0.001,1000000,20251006_032035
300,3,2.7000000000000015,0.3703703703703702,4.380952380952379e-12,1.1828571428571428e-11,3.0668535203414e-05,0.7046393317905786,1.0065662862101696e-07,416.14189529418945,0.07,0.001,1000000,20251006_032731
301,3,2.8000000000000016,0.35714285714285693,4.224489795918364e-12,1.1828571428571428e-11,2.944924944578646e-05,0.7016852467003805,1.0065662862101696e-07,417.77490854263306,0.07,0.001,1000000,20251006_033429
302,3,2.9000000000000017,0.34482758620689635,4.078817733990145e-12,1.1828571428571428e-11,2.8317483395279832e-05,0.6988158323054362,1.0065662862101696e-07,421.7016541957855,0.07,0.001,1000000,20251006_034130
303,3,3.0000000000000018,0.33333333333333315,3.942857142857141e-12,1.1828571428571428e-11,2.724451455920056e-05,0.6955212640441084,1.0065662862101696e-07,421.30683493614197,0.07,0.001,1000000,20251006_034832
304,3,3.100000000000002,0.32258064516129015,3.815668202764975e-12,1.1828571428571428e-11,2.6229059084210498e-05,0.6919177766570355,1.0065662862101696e-07,424.3874936103821,0.07,0.001,1000000,20251006_035536
305,3,3.200000000000002,0.31249999999999983,3.696428571428569e-12,1.1828571428571428e-11,2.5257332295850337e-05,0.687776827749843,1.0065662862101696e-07,423.0664656162262,0.07,0.001,1000000,20251006_040239
306,3,3.300000000000002,0.3030303030303028,3.5844155844155817e-12,1.1828571428571428e-11,2.431257423388307e-05,0.6827394027972009,1.0065662862101696e-07,413.21955728530884,0.07,0.001,1000000,20251006_040932
307,3,3.400000000000002,0.2941176470588234,3.4789915966386535e-12,1.1828571428571428e-11,2.34036984236233e-05,0.6771322422454273,1.0065662862101696e-07,472.64404916763306,0.07,0.001,1000000,20251006_021838
308,3,3.500000000000002,0.28571428571428553,3.3795918367346915e-12,1.1828571428571428e-11,2.2477655816906472e-05,0.6694669543347616,1.0065662862101696e-07,482.08734369277954,0.07,0.001,1000000,20251006_022640
309,3,3.6000000000000023,0.2777777777777776,3.2857142857142837e-12,1.1828571428571428e-11,2.1548996311155377e-05,0.6601454448666708,1.0065662862101696e-07,477.9017779827118,0.07,0.001,1000000,20251006_023438
310,3,3.7000000000000024,0.2702702702702701,3.1969111969111947e-12,1.1828571428571428e-11,2.0549020736287784e-05,0.6469979994366271,1.0065662862101696e-07,470.09516525268555,0.07,0.001,1000000,20251006_024228
311,3,3.8000000000000025,0.2631578947368419,3.1127819548872156e-12,1.1828571428571428e-11,1.9383616908728983e-05,0.6267992929767198,1.0065662862101696e-07,466.9595365524292,0.07,0.001,1000000,20251006_025015
312,3,3.9000000000000026,0.2564102564102562,3.0329670329670305e-12,1.1828571428571428e-11,1.7777719181445126e-05,0.589998261743356,1.0065662862101696e-07,466.2510333061218,0.07,0.001,1000000,20251006_025801
313,3,4.000000000000003,0.24999999999999983,2.957142857142855e-12,1.1828571428571428e-11,1.4665694874229682e-05,0.49919786555417545,1.0065662862101696e-07,469.32165789604187,0.07,0.001,1000000,20251006_030551
314,3,4.100000000000003,0.24390243902439004,2.885017421602785e-12,1.1828571428571428e-11,1.1061691192720399e-05,0.38593615898771894,1.0065662862101696e-07,470.42266726493835,0.07,0.001,1000000,20251006_031341
315,3,4.200000000000003,0.23809523809523794,2.8163265306122427e-12,1.1828571428571428e-11,1.0711014417260142e-05,0.38281590882082,1.0065662862101696e-07,474.1903145313263,0.07,0.001,1000000,20251006_032135
316,3,4.3000000000000025,0.23255813953488358,2.7508305647840515e-12,1.1828571428571428e-11,1.0418272589831754e-05,0.3812187520279131,1.0065662862101696e-07,468.27119398117065,0.07,0.001,1000000,20251006_032924
317,3,4.400000000000003,0.22727272727272713,2.6883116883116864e-12,1.1828571428571428e-11,1.0148506950105565e-05,0.379983652779532,1.0065662862101696e-07,475.94683933258057,0.07,0.001,1000000,20251006_033720
318,3,4.5000000000000036,0.22222222222222204,2.628571428571426e-12,1.1828571428571428e-11,9.880812476387543e-06,0.37836874474823745,1.0065662862101696e-07,472.00300645828247,0.07,0.001,1000000,20251006_034512
319,3,4.600000000000003,0.21739130434782594,2.5714285714285694e-12,1.1828571428571428e-11,9.626617212438074e-06,0.37682665752241595,1.0065662862101696e-07,469.1915752887726,0.07,0.001,1000000,20251006_035301
320,3,4.700000000000003,0.21276595744680837,2.5167173252279616e-12,1.1828571428571428e-11,9.37715655339333e-06,0.37504131085939607,1.0065662862101696e-07,473.12905287742615,0.07,0.001,1000000,20251006_040054
321,3,4.800000000000003,0.20833333333333318,2.4642857142857122e-12,1.1828571428571428e-11,9.13878114654563e-06,0.3732841912705027,1.0065662862101696e-07,477.09276604652405,0.07,0.001,1000000,20251006_040851
322,3,4.900000000000004,0.20408163265306106,2.413994169096208e-12,1.1828571428571428e-11,8.905496058822166e-06,0.37133362663191577,1.0065662862101696e-07,475.5434036254883,0.07,0.001,1000000,20251006_041647
323,3,5.0000000000000036,0.19999999999999984,2.3657142857142835e-12,1.1828571428571428e-11,8.673791880323521e-06,0.3690532932509677,1.0065662862101696e-07,475.0429308414459,0.07,0.001,1000000,20251006_042442
324,3,5.100000000000003,0.1960784313725489,2.3193277310924355e-12,1.1828571428571428e-11,8.448416711714464e-06,0.3666532900833687,1.0065662862101696e-07,472.92664527893066,0.07,0.001,1000000,20251006_021838
325,3,5.200000000000004,0.19230769230769218,2.274725274725273e-12,1.1828571428571428e-11,8.214007291830327e-06,0.36346994982237824,1.0065662862101696e-07,482.3115403652191,0.07,0.001,1000000,20251006_022641
326,3,5.300000000000004,0.18867924528301872,2.2318059299191357e-12,1.1828571428571428e-11,7.985345147468683e-06,0.3601468703636423,1.0065662862101696e-07,483.72415471076965,0.07,0.001,1000000,20251006_023444
327,3,5.400000000000004,0.18518518518518506,2.190476190476189e-12,1.1828571428571428e-11,7.753583269459471e-06,0.3562921866164864,1.0065662862101696e-07,479.4361207485199,0.07,0.001,1000000,20251006_024244
328,3,5.5000000000000036,0.1818181818181817,2.1506493506493493e-12,1.1828571428571428e-11,7.494870472050456e-06,0.35078168063056353,1.0065662862101696e-07,476.14539885520935,0.07,0.001,1000000,20251006_025040
329,3,5.600000000000004,0.17857142857142844,2.1122448979591817e-12,1.1828571428571428e-11,7.228871125383517e-06,0.34448363299158635,1.0065662862101696e-07,472.22396063804626,0.07,0.001,1000000,20251006_025832
330,3,5.700000000000005,0.17543859649122792,2.07518796992481e-12,1.1828571428571428e-11,6.918581640438087e-06,0.33558458937625557,1.0065662862101696e-07,482.0240340232849,0.07,0.001,1000000,20251006_030634
331,3,5.800000000000004,0.17241379310344815,2.039408866995072e-12,1.1828571428571428e-11,6.526483999219423e-06,0.32211975084642325,1.0065662862101696e-07,480.2772331237793,0.07,0.001,1000000,20251006_031434
332,3,5.900000000000004,0.1694915254237287,2.004842615012105e-12,1.1828571428571428e-11,5.9451861539852945e-06,0.29848846503140436,1.0065662862101696e-07,479.5320339202881,0.07,0.001,1000000,20251006_032234
333,3,6.000000000000004,0.16666666666666655,1.97142857142857e-12,1.1828571428571428e-11,4.625403684337857e-06,0.2361625207345476,1.0065662862101696e-07,480.253390789032,0.07,0.001,1000000,20251006_033034
334,3,6.100000000000005,0.16393442622950807,1.93911007025761e-12,1.1828571428571428e-11,1.064910871560563e-06,0.05527810914772615,1.0065662862101696e-07,482.637234210968,0.07,0.001,1000000,20251006_033837
335,3,6.200000000000005,0.16129032258064505,1.907834101382487e-12,1.1828571428571428e-11,1.7584853217408106e-08,0.0009277704169231029,1.0065662862101696e-07,483.527170419693,0.07,0.001,1000000,20251006_034641
336,3,6.300000000000004,0.1587301587301586,1.8775510204081617e-12,1.1828571428571428e-11,1.747740111196968e-08,0.0009369738845262613,1.0065662862101696e-07,474.909060716629,0.07,0.001,1000000,20251006_035435
337,3,6.400000000000005,0.1562499999999999,1.848214285714284e-12,1.1828571428571428e-11,1.7425442276778045e-08,0.0009490167267767591,1.0065662862101696e-07,482.610634803772,0.07,0.001,1000000,20251006_040238
338,3,6.500000000000005,0.15384615384615372,1.819780219780218e-12,1.1828571428571428e-11,1.7487061959358922e-08,0.0009672534530177986,1.0065662862101696e-07,479.91342973709106,0.07,0.001,1000000,20251006_041038
339,3,6.600000000000005,0.1515151515151514,1.7922077922077908e-12,1.1828571428571428e-11,1.7493684965168367e-08,0.000982506246434099,1.0065662862101696e-07,478.96906900405884,0.07,0.001,1000000,20251006_041837
340,3,6.700000000000005,0.14925373134328349,1.7654584221748389e-12,1.1828571428571428e-11,1.7420319248954675e-08,0.0009932097992664775,1.0065662862101696e-07,480.15573740005493,0.07,0.001,1000000,20251006_042637
341,3,6.800000000000005,0.14705882352941166,1.7394957983193263e-12,1.1828571428571428e-11,1.7434886464937242e-08,0.0010088767639717072,1.0065662862101696e-07,422.71075463294983,0.07,0.001,1000000,20251006_021748
342,3,6.900000000000006,0.14492753623188395,1.714285714285713e-12,1.1828571428571428e-11,1.7418370221012482e-08,0.001022743413136571,1.0065662862101696e-07,425.3432776927948,0.07,0.001,1000000,20251006_022453
343,3,7.000000000000005,0.14285714285714274,1.6897959183673454e-12,1.1828571428571428e-11,1.7297540606872114e-08,0.001030368284121033,1.0065662862101696e-07,421.56365489959717,0.07,0.001,1000000,20251006_023155
344,3,7.100000000000005,0.1408450704225351,1.6659959758551295e-12,1.1828571428571428e-11,1.7308897115174213e-08,0.0010457739718532095,1.0065662862101696e-07,419.0606098175049,0.07,0.001,1000000,20251006_023854
345,3,7.2000000000000055,0.13888888888888878,1.6428571428571414e-12,1.1828571428571428e-11,1.7325429081774578e-08,0.0010615160839554491,1.0065662862101696e-07,423.5372726917267,0.07,0.001,1000000,20251006_024558
346,3,7.300000000000006,0.1369863013698629,1.6203522504892353e-12,1.1828571428571428e-11,1.7363686459939084e-08,0.0010786359194194734,1.0065662862101696e-07,421.0668423175812,0.07,0.001,1000000,20251006_025259
347,3,7.400000000000006,0.13513513513513503,1.5984555984555972e-12,1.1828571428571428e-11,1.7351695943434466e-08,0.0010926566970084072,1.0065662862101696e-07,417.7320215702057,0.07,0.001,1000000,20251006_025956
348,3,7.500000000000005,0.13333333333333325,1.577142857142856e-12,1.1828571428571428e-11,1.729476642964093e-08,0.0011037889647798188,1.0065662862101696e-07,422.1386876106262,0.07,0.001,1000000,20251006_030659
349,3,7.600000000000006,0.13157894736842096,1.5563909774436078e-12,1.1828571428571428e-11,1.7312399837860667e-08,0.001119646558142062,1.0065662862101696e-07,421.1726851463318,0.07,0.001,1000000,20251006_031400
350,3,7.700000000000006,0.12987012987012977,1.5361781076066777e-12,1.1828571428571428e-11,1.7238229426825383e-08,0.0011295188031309412,1.0065662862101696e-07,422.8383867740631,0.07,0.001,1000000,20251006_032103
351,3,7.800000000000006,0.1282051282051281,1.5164835164835153e-12,1.1828571428571428e-11,1.7318756948904858e-08,0.0011495328946442413,1.0065662862101696e-07,418.9266357421875,0.07,0.001,1000000,20251006_032802
352,3,7.900000000000006,0.12658227848101256,1.497287522603977e-12,1.1828571428571428e-11,1.7239512256572345e-08,0.0011589431933550151,1.0065662862101696e-07,424.1233615875244,0.07,0.001,1000000,20251006_033506
353,3,8.000000000000007,0.12499999999999989,1.478571428571427e-12,1.1828571428571428e-11,1.722528942660032e-08,0.001172645113518829,1.0065662862101696e-07,422.14852499961853,0.07,0.001,1000000,20251006_034208
354,3,8.100000000000007,0.12345679012345669,1.460317460317459e-12,1.1828571428571428e-11,1.7168440118705116e-08,0.0011833846735318724,1.0065662862101696e-07,419.390997171402,0.07,0.001,1000000,20251006_034907
355,3,8.200000000000006,0.12195121951219502,1.4425087108013924e-12,1.1828571428571428e-11,1.7242500968269323e-08,0.0012031622432951588,1.0065662862101696e-07,419.5203504562378,0.07,0.001,1000000,20251006_035607
356,3,8.300000000000006,0.12048192771084329,1.4251290877796891e-12,1.1828571428571428e-11,1.725177276508105e-08,0.001218489819034123,1.0065662862101696e-07,423.4304015636444,0.07,0.001,1000000,20251006_040310
357,3,8.400000000000006,0.11904761904761897,1.4081632653061214e-12,1.1828571428571428e-11,1.7203651403242675e-08,0.001229730666099423,1.0065662862101696e-07,422.0079593658447,0.07,0.001,1000000,20251006_041012
358,3,8.500000000000007,0.11764705882352931,1.391596638655461e-12,1.1828571428571428e-11,1.722993978506717e-08,0.001246271801708038,1.0065662862101696e-07,484.8297369480133,0.07,0.001,1000000,20251006_021850
359,3,8.600000000000007,0.11627906976744178,1.3754152823920255e-12,1.1828571428571428e-11,1.723749203936583e-08,0.0012614865174005298,1.0065662862101696e-07,473.59500765800476,0.07,0.001,1000000,20251006_022644
360,3,8.700000000000006,0.1149425287356321,1.3596059113300481e-12,1.1828571428571428e-11,1.712163912807295e-08,0.00126757794794491,1.0065662862101696e-07,478.35287952423096,0.07,0.001,1000000,20251006_023442
361,3,8.800000000000008,0.11363636363636354,1.3441558441558428e-12,1.1828571428571428e-11,1.7151918618365753e-08,0.0012844152781934274,1.0065662862101696e-07,470.2423872947693,0.07,0.001,1000000,20251006_024232
362,3,8.900000000000007,0.11235955056179765,1.3290529695024064e-12,1.1828571428571428e-11,1.716427094495209e-08,0.0012999464172623605,1.0065662862101696e-07,480.34096598625183,0.07,0.001,1000000,20251006_025033
363,3,9.000000000000007,0.11111111111111102,1.314285714285713e-12,1.1828571428571428e-11,1.7222149168309984e-08,0.0013189852511122121,1.0065662862101696e-07,477.04613304138184,0.07,0.001,1000000,20251006_025830
364,3,9.100000000000007,0.1098901098901098,1.2998430141287273e-12,1.1828571428571428e-11,1.721736407334025e-08,0.0013332700968698833,1.0065662862101696e-07,465.8791916370392,0.07,0.001,1000000,20251006_030616
365,3,9.200000000000006,0.10869565217391297,1.2857142857142847e-12,1.1828571428571428e-11,1.7154808642370288e-08,0.001343024046450862,1.0065662862101696e-07,477.56374645233154,0.07,0.001,1000000,20251006_031413
366,3,9.300000000000008,0.10752688172043001,1.2718894009216577e-12,1.1828571428571428e-11,1.7190508482574152e-08,0.0013604473996583677,1.0065662862101696e-07,475.5274214744568,0.07,0.001,1000000,20251006_032209
367,3,9.400000000000007,0.10638297872340417,1.2583586626139806e-12,1.1828571428571428e-11,1.7112239394145806e-08,0.0013688150896441675,1.0065662862101696e-07,480.15462279319763,0.07,0.001,1000000,20251006_033009
368,3,9.500000000000007,0.10526315789473677,1.2451127819548862e-12,1.1828571428571428e-11,1.7191026098531885e-08,0.001389746177769807,1.0065662862101696e-07,473.96158814430237,0.07,0.001,1000000,20251006_033803
369,3,9.600000000000009,0.10416666666666657,1.232142857142856e-12,1.1828571428571428e-11,1.7126088969642094e-08,0.0013990702191344147,1.0065662862101696e-07,482.6398935317993,0.07,0.001,1000000,20251006_034606
370,3,9.700000000000008,0.10309278350515455,1.2194403534609708e-12,1.1828571428571428e-11,1.7112514544595062e-08,0.0014125233894370923,1.0065662862101696e-07,473.9283537864685,0.07,0.001,1000000,20251006_035400
